70,"","Просто удобный инструмент для анализа фондового рынка, изначально хочу простой инструмент для просмотра и анализа что там происходит без сложных фичей.",0,IN_PROGRESS,Есть удобный сервис для анализа фондового рынка,9,2026-06-28 15:20:44.200000
69,"","Мне нужно автоматизировать мой процесс по покупке квартиры, для этого нужен парсер сайтов и анализ на сколько она хорошая + советы по покупке.",0,IN_PROGRESS,У меня есть удобный сервис для анализа квартир,9,2026-06-28 15:20:44.200000
65,"","Я могу сделать 17 подтягиваний, 30 отжиманий от брусьев, 45 отжиманий.",0,IN_PROGRESS,Мои силовые улучшились,9,2026-06-28 15:20:44.200000
21,Делал отклики первые 2 дня. Но потом понял что нужно изменить стратегию и полностью поменял резюме. Буду делать уже отклики через него.,"Делаю по 30 откликов в день с одним днем отдыха, можно опять же в среду",0,HARDER,Сделать суммарно 120 откликов,4,2026-06-07 15:20:44.200000
67,"","Возможно у меня будет меняться план, но главное что я занимаюсь каждый будний день, стараюсь говорить и основной контент на английском.",0,IN_PROGRESS,Я все будние дни занимался английским,9,2026-06-28 15:20:44.200000
60,"","",0,IN_PROGRESS,Поднять уровень английского с B1 до B2,8,2026-06-28 15:20:44.200000
27,"Я 2 дня уделили изучению, но после решил что я не буду тратить деньги и время для поступления в вуз, а лучше потрачу их на собесы","Для вступительного экзамена нужно заниматься как можно усерднее, это приоритет тут без выходных",0,NOT_STARTED,Пройдено 7 тем по математике,4,2026-06-07 15:20:44.200000
25,"Тут все гуд ты красавчик, силовые по всем параметрам поднялись.",Делаю тренировки каждый день не пропускаю без уважительной причины,0,AS_PLANNED,Не пропускаю тренировки,4,2026-06-07 15:20:44.200000
23,Уделено 100 минут книгу работаю по ней и делаю упражнения.,Занимался по книге около 20 минут в день. Можно на выходных отдохнуть от нее по желанию.,0,AS_PLANNED,Суммарно уделил книге 100 минут,4,2026-06-07 15:20:44.200000
24,"Очень много времени уделил этому, уроки сильно усложнились. Это уже не те 5 уроков на пиано что были вначале.",Иду по урокам пианино и изучаю дальше,0,AS_PLANNED,Пройти 5 уроков по пианино,4,2026-06-07 15:20:44.200000
64,"","",0,IN_PROGRESS,Я поступил в ВУЗ,9,2026-06-28 15:20:44.200000
63,"","",0,IN_PROGRESS,Я устроился Java-разработчиком,9,2026-06-28 15:20:44.200000
28,"Тут я полный красавчик, я не только позанимался всеми этими вещами, а еще прошел полноценный пробный собес прям красавчик","Настроена ИИ для собеседований
Еще раз узнал про принципы SOLID
CICD и Docker просмотрены и понятны.
Методы доставки кафки изучены.",0,EXCEEDED,Подготовка к собесам,4,2026-06-07 15:20:44.200000
9,"Составил крутой план, от которого я не сильно устаю, а даже наслаждаюсь, немного видоизменял его. Но сейчас в основном слушаю и говорю на нем. И чувствую что мой английский по немногу улучшается.","У меня есть четкий план, как я хочу улучшить мои английский и иду по нему",0,EXCEEDED,Составлен план обучения по английскому,2,2026-06-01 15:20:44.200000
31,"Все сделано, есть небольшой рост",Тут тоже ничего сложно каждый день по немногу делаем и в конце неделе замеряем.,0,AS_PLANNED,Не пропускаю тренировки,5,2026-06-14 15:20:44.200000
18,"Прошел все темы которые были в карточках, посмотрел множество видео на ютубе и также практиковался в коде","Прошел все задачи связанный с SQL, стримами и хотя бы немного прошелся по многопоточке.",0,AS_PLANNED,"Я уверенее работаю с SQL, Стримами, многопоточкой.",3,2026-06-01 15:20:44.200000
52,"",В демонстрационных задачах позаниматься над выполнением данных задач.,0,AS_PLANNED,"Выполнено 7 заданий русский, по 4 математика и физика",7,2026-06-28 15:20:44.200000
77,Могу полностью сыграть ее.,"Я могу его сыграть полностью, пусть будут ошибки главное могу играть и помню всю композицию.",0,AS_PLANNED,Изучить Ludovico Einaudi - Una Mattina,10,2026-06-28 15:20:44.200000
49,"",В понедельник и вторник сделать это количество чтобы завершить месяц с 500 откликов.,0,AS_PLANNED,Сделать 60 откликов,7,2026-06-28 15:20:44.200000
38,Занимаюсь тренировками все как обычно.,Тут ничего нового просто легкие тренировки каждый день.,0,AS_PLANNED,Не пропускаю тренировки,6,2026-06-21 15:20:44.200000
34,Сделано,С новым подготовленным резюме начинаю откликаться по вакансиям,0,AS_PLANNED,Делаю 80 откликов за неделю,5,2026-06-14 15:20:44.200000
39,Добавлено несколько форматов счетов и страница с расчетом на сколько хватит денег и как они будут расти или наоборот расходоваться.,Выбираю 3 любые фичи и добавляю их в страницу финансов чтобы она была удобнее и мне хотелось туда заходить,0,AS_PLANNED,Сделано 3 новых фичи по финансам,6,2026-06-21 15:20:44.200000
41,"Ездил в центр занятости еще два раза, мне не нужно было больше откликаться на вакансии, просто признали безработным, были какие-то мероприятия, но я их скипнул.","Ходил в центр занятости, относил отказы и предлагал уже свои варианты где убуд проходить собесы чтобы было не далеко для меня.",0,AS_PLANNED,Добился статуса безработный в центре занятости,6,2026-06-21 15:20:44.200000
40,Есть картинки со структурой моего проекта и описанием как что работало. Вместо ии использую дискорд для подсказок.,Нужно быть на техническом собеседовании уверенным за свою легенду и не бояться тяжелых вопросов с подсказками от ии,0,AS_PLANNED,У меня есть подробная структура для рассказа о проекте и хороший ии для помощи.,6,2026-06-21 15:20:44.200000
32,Сделал 2 фичи к третьей не приступил,Можно выбрать любую что больше по душе и добавить их.,0,HARDER,Добавлены 3 фичи в раздел финансов,5,2026-06-14 15:20:44.200000
33,Да заготовки сделаны более менее рассказываю о проекте не читая текст,"Все что до этого было дорабатываю под себя и улучшаю, много раз читаю.",0,AS_PLANNED,Есть хорошие заготовки для рассказа о себе и проекте,5,2026-06-14 15:20:44.200000
54,"","",0,IN_PROGRESS,Купить квартиру,8,2026-06-28 15:20:44.200000
4,Сделал 466 откликов. Вакансий для отклика больше не осталось выжидаю новые. Некоторые отклики привели меня к HR собеседования и было одно техническое + будет еще одно на этой неделе.,"Я сделал много откликов и надеюсь что это привело к результату, но такое количество откликов хотя бы скажет, что я не сидел на месте",0,HARDER,Сделано более 500 откликов,2,2026-06-01 15:20:44.200000
37,Все сделано плюс больше контента стал смотреть на английском.,"Формат обучение изменился и я просто смотрю видео на английском, говорю с ии на английском и смотрю сериал и Duolingo",0,AS_PLANNED,5 дней занимался английским,6,2026-06-21 15:20:44.200000
55,"","",0,IN_PROGRESS,Могу сделать 20 подтягиваний,8,2026-06-28 15:20:44.200000
61,"","",0,IN_PROGRESS,"Создан удобный сайт, который облегчает мою рутину и улучшает жизнь",8,2026-06-28 15:20:44.200000
59,"","",0,IN_PROGRESS,Могу сыграть 3 мелодии на пиано,8,2026-06-28 15:20:44.200000
57,"","",0,IN_PROGRESS,Могу сделать 50 отжиманий,8,2026-06-28 15:20:44.200000
8,"Делал тренировки не пропуская их, если уже совсем устал делал один день отдыха. Делал тренировки без максимума. Сейчас могу сделать 35 отжиманий, 12 подтягиваний, 25 брусьев.","Я могу делать 30 отжиманий, 12 подтягиваний, 20 брусьев. Звучит амбициозно, но я верю в план тренировок, не до максимума.",0,EXCEEDED,Мои силовые улучшились,2,2026-06-01 15:20:44.200000
13,Сделано книга про преодолению социофобии.,"Я сделать выбор книги, которую буду читать и начал ее читать.",0,AS_PLANNED,Я выбрал книгу для чтения,3,2026-06-01 15:20:44.200000
46,"","Также смотрю видео на английском, смотрю сериал и общаюсь с ии.",0,AS_PLANNED,5 дней занимался английским,7,2026-06-28 15:20:44.200000
47,"",Пока что один урок это норма,0,AS_PLANNED,Пройден 1 урок по пианино,7,2026-06-28 15:20:44.200000
50,Есть переход на эту страницу и функционал который парсит данные и формирует оценку.,"Должна быть готовая страница где я буду работа над покупкой квартиры, минимальный функционал но на нее должен быть переход.",0,EXCEEDED,Создать страницу для работы с покупкой квартиры,7,2026-06-28 15:20:44.200000
80,"","",0,AS_PLANNED,Ludovico Einaudi - Una Mattina 2/3 выучено,7,2026-06-28 15:20:44.200000
83,"Не до конца прошел все решил что лучше сосредоточиться на качестве, а не на количестве.","",0,HARDER,"Выполнено 7 заданий русский, по 4 математика и физика",11,2026-07-05 06:24:01.995816
3,"Сделал 5 откликов, ответа нет, но как бы ок","Должно быть сделано несколько откликов в HH, не важно что там ответ просто преодолеть барьер.",0,AS_PLANNED,Сделать несколько откликов HH,1,2026-05-25 15:20:44.200000
16,"По итогу прошел 6 уроков, в воскресенье перерывчик.","Я не забросил и стабильно прохожу уроки пианино, если есть 2 дня для отдыха и перерыва",0,EXCEEDED,Пройдено не менее 5 уроков пиано,3,2026-06-01 15:20:44.200000
2,"Сделано, очень нравится фото в телеге, вообще кайф",Резюме должно быть таким чтобы я не боялся его отправлять и фото в телеге должны быть такое за которое не стыдно,0,EXCEEDED,Актуализировать резюме и фото в телеге,1,2026-05-25 15:20:44.200000
1,"Сделано, очень нравится, даже есть возможность просмотра задача, которые были сделаны за данный период времени.",Текущее планирование на эту неделю уже должно быть здесь и начинаю планирования на следующие неделя и месяца здесь.,0,EXCEEDED,Перенести планирование полностью на сайт,1,2026-05-25 15:20:44.200000
19,"Выбрал вуз, составил план по подготовке к вступительным экзаменам",Есть проект в нем виденье что я хочу и есть план по тому как двигаться к этой цели.,0,AS_PLANNED,"Создан проект, поступления в вуз",3,2026-06-01 15:20:44.200000
20,"Сегодня утром схожу на тренировку, а так да ничего не пропускал.","Я стабильно занимаюсь, хожу через день в парк и я надеюсь что мои ноги прошли. Сейчас 31 мая они еще очень ноют.",0,AS_PLANNED,Я не пропускал тренировки,3,2026-06-01 15:20:44.200000
58,"","",0,IN_PROGRESS,Поступил в ВУЗ,8,2026-06-28 15:20:44.200000
12,Все сделано как и планировал,Чтобы успеть за неделю лучше делать по 25 откликов за день. И сделать это лучше до пятницы.,0,AS_PLANNED,Суммарно за эту неделю сделано 100 откликов,3,2026-06-01 15:20:44.200000
7,"Прошел 17 уроков, с каждым уроком мелодии становятся сложнее и выучить их за день это довольно проблематично, я все таки хочу заниматься пиано в свое удовольствие. Но я все равно доволен результатом.","Я более осознанно понимаю как работает музыку, что будет в курсе не знаю, но надеюсь что могу исполнять разные легкие композиции.",0,HARDER,Прошел 20 уроков пиано,2,2026-06-01 15:20:44.200000
6,"Я начал читать книгу по преодолению социофобии, некоторые мысли были полезны из нее, но она состояла в основном из упражнений которые на мой взгляд были какие-то странные. И чем дальше тем хуже и поэтому я остановил чтение.","Без разницы что за книга, просто сам факт что она прочитана и более менее запомнил моменты из нее",0,NOT_STARTED,Прочитал одну книгу,2,2026-06-01 15:20:44.200000
51,Настроил дискорд провел хорошее собеседование в нем и также просмотрел множество чужих собеседований за эту неделю.,В дискорде все должно звучать хорошо и тестовое задание нужно сдать на вакансию.,0,EXCEEDED,Настроить дискорд для собесов и выполнить тестовое задание,7,2026-06-28 15:20:44.200000
85,"Так же делаю тренировки каждый день, были дни с дождем или не было сил но все равно делал какой-то минимум.","Теперь чуть новый формат тренировок один день отжимания и плечи, день ног и пресса, день парка с подтягиваниями и брусьями.",0,AS_PLANNED,Не пропускаю тренировки,11,2026-07-05 06:26:06.430334
86,Сделано.,"",0,AS_PLANNED,Сделано 30 откликов,11,2026-07-05 06:27:49.188092
87,Сделано,"",0,AS_PLANNED,5 дней занимался английским,11,2026-07-05 06:28:00.912333
89,"Не только смотрел, а еще и сам прошел 3 собеса.",В дискорде просмотрел и пробовал ответить на вопросы в собеседованиях других ребят.,0,EXCEEDED,Просмотрено 3 чужих собеседования,11,2026-07-05 06:32:44.879086
118,Занимался каждый рабочий день английским,"Прохожу дуолинго, смотрю сериалы, разговариваю на английском.
",0,AS_PLANNED,5 дней занимался английским,16,2026-08-02 07:42:21.400485
119,"Урок проходить вообще желание не было, а вот поиграть на пианино кайф.","Пройти 19 урок, не полностью но уделить время.",0,HARDER,Немного времени уделить пиано,16,2026-08-02 07:43:00.672284
120,"Резюме обновлено, отклики сделаны.",Обновить резюме на HH и продолжить делать отклики для поиска работы. (Сделать 20 откликов). Под каждую вакансию создавать свое резюме.,0,AS_PLANNED,Обновить резюме и продолжить откликаться,16,2026-08-02 07:45:08.433664
121,Немного позанимался разделом food. Но вообще перенесу на следующую неделю эту чтобы подумать как это лучше сделать.,Приложение должно быть более понятным и переработанным.,0,HARDER,Отрефакторить раздел канбан в приложении,16,2026-08-02 07:47:31.523371
81,"Было мало времени на уроке и как-такого желания не было, прошел пару упражнений из не и пока все.","",0,HARDER,Пройден 1 урок по пианино,11,2026-07-05 06:22:48.073312
84,Теперь собирается множество данных по квартире которые можно просматривать на самой странице.,Добавить возможность собирать более глубокие данные по каждой квартиры с обходом страниц по квартирам.,0,EXCEEDED,Улучшить страницу для работы с покупкой квартиры,11,2026-07-05 06:25:23.669174
82,"Выучил, могу сыграть хорошо","можно плохо ее играть в данные момент, но точно нужно знать",0,AS_PLANNED,Ludovico Einaudi - Una Mattina выучено полностью,11,2026-07-05 06:23:31.685993
88,"Невролога в моей поликлинике нет и нужно было прикрепиться в другую поликлинику, пробовал два раза и два раза пришел отказ. Нужно больше время на это и сделать несколько звонков.",Найти возможность записаться к неврологу плюс найти все данные по поводу своей спины для приема.,0,NOT_STARTED,Записать к неврологу,11,2026-07-05 06:29:22.318397
90,"4 дня не делал тренировки, не знал куда их вставить в рабочей неделе.","Один день отжимания и плечи, день ног и пресса, день парка с подтягиваниями и брусьями.",0,HARDER,Не пропускаю тренировки,12,2026-07-12 10:00:59.412245
92,"Работаю, влился нормально.","Познакомиться со всеми записать данные и интересные факты про каждого, понять что от меня требуется в данный момент и работать в данном направление, быть максимально дружелюбным.",0,AS_PLANNED,Адаптироваться на новой работе,12,2026-07-12 10:03:13.199547
105,Прошел только 1 день.,Найти время когда я могу этим заниматься и сделать подготовку.,0,HARDER,Прошел 3 дня подготовки к вступительным по математике,14,2026-07-26 07:56:21.783038
79,"Функционал не сделал, не дошел до этого.","Просто пусть он будет с минимальным функционалом, главное чтобы просто был переход на него.",0,NOT_STARTED,Создать раздел для анализа фондового рынка,10,2026-06-28 15:20:44.200000
97,"Нашел время для выполнения данной рутины иногда делаю утром, но большую часть все таки вечером","Один день отжимания и плечи, день ног и пресса, день парка с подтягиваниями и брусьями.",0,AS_PLANNED,Не пропускаю тренировки,13,2026-07-19 08:23:35.202636
100,Впринципе у меня уже был готовый план я просто под него все подстроил.,"",0,AS_PLANNED,Сделать план для подготовки в вступительным(только математика),13,2026-07-19 08:25:01.665191
98,"Тут вообще все ок добавил частый просмотр сериалов в поезде и прохожу дуолинго по утрам, также нашел время для разговорного английского также утром.",Делаю просто минимум в дни когда нет времени.,0,EXCEEDED,5 дней занимался английским,13,2026-07-19 08:24:08.888214
102,Один раз пропустил тренировку на ноги из-за того что устали суставы. Решил сделать небольшой отдых.,"Один день отжимания и плечи, день ног и пресса, день парка с подтягиваниями и брусьями.",0,AS_PLANNED,Не пропускаю тренировки,14,2026-07-26 07:53:14.108515
103,"Все, ок занимался.","Прохожу дуолинго, смотрю сериалы, разговариваю на английском.",0,AS_PLANNED,5 дней занимался английским,14,2026-07-26 07:53:50.411943
73,"Тут я практически занимался постоянно, даже не смотря на то что появилась работа.","",0,AS_PLANNED,Занимаюсь английским каждый будний день,10,2026-06-28 15:20:44.200000
72,"Тут я не сильно вообще прошел, опять же уроки сложнее стали и много времени нужно тратить на них которого у меня нет.","",0,HARDER,Дошел до 25 урока по пианино,10,2026-06-28 15:20:44.200000
117,"Делал все тренировки каждый день, не пропуская","Один день отжимания и плечи, день ног и пресса, день парка с подтягиваниями и брусьями.",0,AS_PLANNED,Не пропускаю тренировки,16,2026-08-02 07:42:04.531459
122,"",Сделать 20 откликов на hh.,0,IN_PROGRESS,Сделать 20 откликов,17,2026-08-09 07:39:19.725619
123,"",Зарегистрироваться и перенести туда мое резюме.,0,IN_PROGRESS,Создать профиль на Linkedin,17,2026-08-09 07:40:02.117274
124,"","Один день отжимания и плечи, день ног и пресса, день парка с подтягиваниями и брусьями.",0,IN_PROGRESS,Не пропускаю тренировки,17,2026-08-09 07:40:26.626075
125,"","Нужно отпросится у тим лида на среду, подготовить все программно и еще раз договориться с Антохой. Также прорешать 2 оставшихся дня.",0,IN_PROGRESS,Подготовиться к вступительным и сдать его.,17,2026-08-09 07:41:48.461444
126,"","Прохожу дуолинго, смотрю сериалы, разговариваю на английском.",0,IN_PROGRESS,5 дней занимался английским,17,2026-08-09 07:42:26.414011
128,"",Изучить новый такт в sweden который был сложный с использованием всех пальцев. Хотя бы просто выучить его и медленно использовать.,0,IN_PROGRESS,Изучить хотя бы следующий такт в SWEDEN,17,2026-08-09 07:45:11.167628
91,Тут как-то вообще не дошел до этого,"",0,NOT_STARTED,5 дней занимался английским,12,2026-07-12 10:01:26.302079
94,Не дошел,"",0,NOT_STARTED,Доучить музыку из майнкрафта,12,2026-07-12 10:04:28.907630
95,Не дошел,"Нужно сделать хороший расчет оценок для списка квартир, который бы мне нравился.",0,NOT_STARTED,Улучшить страницу для работы с покупкой квартиры,12,2026-07-12 10:05:32.224769
99,Нашел время в субботу и немного воскресенье и все доучил.,"",0,AS_PLANNED,Доучить музыку из майнкрафта,13,2026-07-19 08:24:17.250698
101,"Сделал сервис с кафкой, базой и микросервисами, в основном ковырялся с кафкой и смотрел как она работает через ui.","Сделать рабочий проект с кафкой, микросервисами, базой данных и можно еще редис. Для того чтобы понимать как работают приложения.",0,AS_PLANNED,Создать рабочий проект,13,2026-07-19 08:26:14.673443
104,Не нашел время для этого. Плюс меня в клоде забанили),"Сделать функционал расчета оценки квартир более удобным под себя, чтобы можно рассчитывать на него.",0,NOT_STARTED,Доработать функционал расчета оценки квартир,14,2026-07-26 07:55:13.064837
75,"Получился хороший раздел, немного пользуюсь.","Он не должен быть идеально готовым, но мне нужно чтобы он могу собираться информацию по ним и уже предлагать какие то варианты.",0,EXCEEDED,Существует раздел с покупкой квартиры,10,2026-06-28 15:20:44.200000
107,"","Откликаюсь на вакансии, обновляю резюме и держу себя в тонусе. Давай так 100 откликов должно быть за месяц.",0,IN_PROGRESS,"Я активно ищу работу не смотря на то что, она уже есть",15,2026-08-02 07:25:35.195920
108,"","Я могу делать 40 отжиманий, 14 подтягиваний, 26 брусьев. Тут просто переношу с прошлого месяца. Эти задачи мне не сильно подвластны просто как бонус для меня.",0,IN_PROGRESS,Мои силовые улучшились,15,2026-08-02 07:26:26.870301
109,"","Нужно пройти все мои задачи по подготовке и пройти вступительные, результат не важен главное попытка.",0,IN_PROGRESS,Я подготовился и прошел вступительные в ВУЗ,15,2026-08-02 07:27:18.834723
110,"","Ну тут все понятно, Dualingo каждый день, по будням разговоры с ИИ и просмотр сериалов.",0,IN_PROGRESS,Занимаюсь английским каждый будний день,15,2026-08-02 07:28:09.449588
93,Выучил,"",0,AS_PLANNED,Доучить музыку из майнкрафта,10,2026-07-12 10:04:05.524391
127,"","Сделать одинаковыми формат апи, добавить логирование, где это можно использовать рекорды и возможно еще что-то оптимизировать.",0,IN_PROGRESS,Отрефакторить раздел food в приложении,17,2026-08-09 07:43:47.870116
96,Не дошел,"",0,NOT_STARTED,Пройти план подготовки к вступительным,12,2026-07-12 11:11:29.374095
106,Немножко поиграл.,Просто поиграть то что уже знаешь и поучить https://www.youtube.com/watch?v=hUvXvoYjrZc,0,AS_PLANNED,Немного времени уделить пиано,14,2026-07-26 08:03:24.648712
111,"","Тут если дойду уже хорошо в данный момент это не приоритет, но я думаю по субботам буду немного заниматься для практики.",0,IN_PROGRESS,Прошел 20 уроков по пиано,15,2026-08-02 07:29:19.085337
112,"",Разобраться что как работает и улучшить работу кода и функционала.,0,IN_PROGRESS,Провести рефакторинг моего приложения,15,2026-08-02 07:31:02.040999
76,Умудрился за этот месяц найти работу причем уже отработал 3 недели. Плюсом на этой работе я как раз таки занимаюсь подготовкой к собеседованию это хороший бонус для меня.,Каждый будний день я делаю отклики на все новые вакансии и стараюсь увеличивать шанс устройства на работу.,0,EXCEEDED,Я делаю отклики на вакансии каждый будний день,10,2026-06-28 15:20:44.200000
129,"","Возможно приобрести подписку, чтобы у меня был крутой помощник в этому плане которому можно было бы отдавать много работы.",0,IN_PROGRESS,Настроить ии для кодинга,17,2026-08-09 07:46:05.590571
11,"Да я выдел день, почти в конце июня и решил съездить на шуховскую башню, ничего прям такого крутого там не было и площадка была закрыта, но вринципе красивый вид и классная поездка была.","Я наконец то посмотрел, что это такое и у меня есть оттуда фото.",0,AS_PLANNED,Дошел до шуховской башни,2,2026-06-01 15:20:44.200000
10,"Я составил план, уже подал документы на поступление, сейчас готовлюсь к вступительным экзаменам. На какое-то время я передумал поступать, но сейчас вернулся к данному процессу и иду по нему.","Хочу получить высшее образование, я выбрал самый легкий путь как его получить и у меня есть план.",0,EXCEEDED,План для поступления в вуз,2,2026-06-01 15:20:44.200000
113,"",Мне нужен сделать функционал по оценке квартиры более крутым чтобы он мне реально подсказывал. Для этого нужно действительно потратить время и понять что мне нужно в оценке.,0,IN_PROGRESS,Улучшить функционал для поиска квартир,15,2026-08-02 07:34:13.915161
114,"",Очень хочется на учится его играть хотя бы как нибудь.,0,IN_PROGRESS,Выучил Sweden на пиано,9,2026-08-02 07:36:16.390339
115,"",Хоть коряво просто знаю как это играется.,0,IN_PROGRESS,Могу сыграть половину мелодии Sweden,15,2026-08-02 07:38:32.830295
116,"Прошел до 5 дня, некоторые вещи я все таки решил скипнуть, из-за того что слишком много времени нужно на изучения, но все равно считаю что прошел.","Занимаюсь каждый будний день, начиная с воскресенье, мне нужно сделать 4 дня, если это правильно распределить по дням и заниматься на работе, то все должно пройти хорошо.",0,AS_PLANNED,Прошел до 5 дня подготовки к вступительным по математике,16,2026-08-02 07:41:43.365125
