64,false,Метрика завершения проекта,,6,true
68,false,Могу сделать 40 отжиманий,3,6,false
75,false,Могу сделать 14 подтягиваний,8,6,false
73,true,Могу сделать 12 подтягиваний,6,6,false
84,true,Могу сделать 21 отжимание от брусьев,17,6,false
74,false,Могу сделать 13 подтягиваний,7,6,false
76,false,Могу сделать 15 подтягиваний,9,6,false
77,false,Могу сделать 16 подтягиваний,10,6,false
78,false,Могу сделать 17 подтягиваний,11,6,false
79,false,Могу сделать 18 подтягиваний,12,6,false
80,false,Могу сделать 19 подтягиваний,13,6,false
81,false,Могу сделать 20 подтягиваний,14,6,false
86,false,Могу сделать 26 отжиманий от брусьев,19,6,false
87,false,Могу сделать 28 отжиманий от брусьев,20,6,false
88,false,Могу сделать 30 отжиманий от брусьев,21,6,false
89,false,Метрика завершения проекта,,7,true
90,false,Метрика завершения проекта,,8,true
62,true,"Подготовлено резюме и есть уверенность, что сможешь защитить его",52,5,false
65,true,Могу сделать 25 отжиманий.,0,6,false
82,true,Могу сделать 15 отжиманий от брусьев,15,6,false
63,true,Нормальная фотка в контактах телеграмма,53,5,false
91,false,Прошел курс на ютубе по игре на фортепиано,0,8,false
21,true,Могу написать простой поток через new Thread и Runnable,18,5,false
11,true,"На вопрос ""почему ушли"" отвечаю за 20 секунд ровно. Не оправдываюсь",30,5,false
17,true,"Объясняю ArrayList vs LinkedList: что внутри, когда что брать",33,5,false
18,true,"Объясняю устройство HashMap: хэш, корзина, коллизия, сложность",34,5,false
14,true,"Объясняю equals и hashCode: контракт, зачем оба, пример",28,5,false
92,false,Метрика завершения проекта,,9,true
93,false,Метрика завершения проекта,,10,true
66,true,Могу сделать 30 отжиманий,1,6,false
83,true,Могу сделать 18 отжиманий от брусьев,16,6,false
13,true,Могу рассказать 1 факап: проблема → моя вина → как чинили → вывод,19,5,false
20,true,"Объясняю static: класс, метод, поле, блок инициализации",36,5,false
71,true,Могу сделать 10 подтягиваний,4,6,false
94,false,Готов раздел с финансами,2,2,false
36,true,Пишу filter + map + collect(Collectors.toList()) без подсказок,40,5,false
37,true,Пишу sorted + distinct + limit,41,5,false
12,true,"На вопрос ""какую зарплату хотите"" называю цифру без паузы и ""ну... эээ...""",17,5,false
95,false,Метрика завершения проекта,,11,true
67,true,Могу сделать 35 отжиманий,2,6,false
72,true,Могу сделать 11 подтягиваний,5,6,false
85,true,Могу сделать 24 отжимания от брусьев,18,6,false
61,true,"Научился говорить: ""Глубоко не работал, но понимаю что это и зачем""",16,5,false
44,true,"Понимаю Bean, ApplicationContext, @Autowired",43,5,false
45,true,"Различаю @Component, @Service, @Repository",44,5,false
46,true,"Объясняю @Transactional: что делает, пример",45,5,false
47,true,"Понимаю, что такое AOP и где оно используется",46,5,false
48,true,"Знаю, зачем application.yml и профили",47,5,false
49,true,"Могу объяснить, как поднять Spring Boot приложение",48,5,false
50,true,"Могу сравнить монолит и микросервисы: плюсы, минусы",49,5,false
51,true,"Объясняю REST: ресурсы, методы, коды ответов",50,5,false
